source_label,target_label,value
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Afghanistan'              /     {'Cultivation of paddy rice'                                                                                                             ,777427100000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Afghanistan'              /     {'Cultivation of cereal grains nec'                                                                                                      ,240764300000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,"    {'Afghanistan'              /     {'Cultivation of vegetables, fruit, nuts'                                                                                                ",541318720000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Afghanistan'              /     {'Cultivation of crops nec'                                                                                                              ,356503830000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Afghanistan'              /     {'Cattle farming'                                                                                                                        ,509833320000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,"    {'Armenia'                  /     {'Cultivation of sugar cane, sugar beet'                                                                                                 ",352504900000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Armenia'                  /     {'Quarrying of stone'                                                                                                                    ,221590310000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Armenia'                  /     {'Production of electricity by petroleum and other oil derivatives'                                                                      ,280155150000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Azerbaijan'               /     {'Mining of precious metal ores and concentrates'                                                                                        ,374103230000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Azerbaijan'               /     {'Processing of meat cattle'                                                                                                             ,292923080000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Azerbaijan'               /     {'Processing of meat poultry'                                                                                                            ,278881440000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Azerbaijan'               /     {'Manufacture of beverages'                                                                                                              ,228681670000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Bangladesh'               /     {'Re-processing of secondary paper into new pulp'                                                                                        ,210076580000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Bangladesh'               /     {'Manufacture of basic iron and steel and of ferro-alloys and first products thereof'                                                    ,225387430000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Bangladesh'               /     {'Re-processing of secondary preciuos metals into new preciuos metals'                                                                   ,335855240000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Bhutan'                   /     {'Production of electricity by biomass and waste'                                                                                        ,204934650000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Brunei'                   /     {'Mining of nickel ores and concentrates'                                                                                                ,201653560000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Brunei'                   /     {'Production of electricity by hydro'                                                                                                    ,1385153700000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,"    {'Brunei'                   /     {'Production of electricity by tide, wave, ocean'                                                                                        ",581488500000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Brunei'                   /     {'Transport via railways'                                                                                                                ,208713520000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Brunei'                   /     {'Inland water transport'                                                                                                                ,210902830000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Cambodia'                 /     {'Cultivation of cereal grains nec'                                                                                                      ,270338650000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'North Korea'              /     {'Cultivation of wheat'                                                                                                                  ,381168850000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'Samoa'                    /     {'Re-processing of secondary construction material into aggregates'                                                                      ,341375040000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,"    {'Bahamas'                  /     {'Manufacture of radio, television and communication equipment and apparatus (32)'                                                       ",404479420000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,"    {'Bolivia'                  /     {'""Mining of coal and lignite; extraction of peat (10)""'                                                                                 ",202407040000000.0
    {'Burundi'                  /     {'Paper'                                                                                                                                 ,    {'El Salvador'              /     {'Processed rice'                                                                                                                        ,215034080000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Denmark'                  /     {'Manufacture of medical, precision and optical instruments, watches and clocks (33)'                                                    ",204521980000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Denmark'                  /     {'Production of electricity by Geothermal'                                                                                               ,225700870000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Denmark'                  /     {'Re-processing of secondary construction material into aggregates'                                                                      ,236148630000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Croatia'                  /     {'Manufacture of glass and glass products'                                                                                               ,216592850000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Croatia'                  /     {'Manufacture of motor vehicles, trailers and semi-trailers (34)'                                                                        ",213300140000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'South Korea'              /     {'Pulp'                                                                                                                                  ,240702800000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'South Korea'              /     {'Financial intermediation, except insurance and pension funding (65)'                                                                   ",230440450000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Quarrying of stone'                                                                                                                    ,344298500000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Brazil'                   /     {'Plastics, basic'                                                                                                                       ",1025593600000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'N-fertiliser'                                                                                                                          ,319846100000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Manufacture of glass and glass products'                                                                                               ,878286300000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Manufacture of basic iron and steel and of ferro-alloys and first products thereof'                                                    ,625517560000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Re-processing of secondary steel into new steel'                                                                                       ,313062650000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Precious metals production'                                                                                                            ,239047950000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Aluminium production'                                                                                                                  ,1751853500000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Brazil'                   /     {'Re-processing of secondary lead into new lead, zinc and tin'                                                                           ",3048603000000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Re-processing of secondary copper into new copper'                                                                                     ,447598340000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals'                                                 ,229564390000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Casting of metals'                                                                                                                     ,1305541600000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brazil'                   /     {'Manufacture of office machinery and computers (30)'                                                                                    ,230155490000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'India'                    /     {'Re-processing of secondary copper into new copper'                                                                                     ,377401800000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'India'                    /     {'Manufacture of electrical machinery and apparatus n.e.c. (31)'                                                                         ,262368480000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'India'                    /     {'Production of electricity by Geothermal'                                                                                               ,434513150000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Processing of meat cattle'                                                                                                             ,354927200000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Processing of meat poultry'                                                                                                            ,330289100000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Re-processing of secondary preciuos metals into new preciuos metals'                                                                   ,536191600000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Re-processing of secondary aluminium into new aluminium'                                                                               ,362824950000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Mexico'                   /     {'Lead, zinc and tin production'                                                                                                         ",221421220000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Copper production'                                                                                                                     ,342765400000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Production of electricity by solar photovoltaic'                                                                                       ,2310750400000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Production of electricity by Geothermal'                                                                                               ,220173160000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Distribution and trade of electricity'                                                                                                 ,299785730000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Hotels and restaurants (55)'                                                                                                           ,251213040000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Other land transport'                                                                                                                  ,376529800000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Inland water transport'                                                                                                                ,942860750000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Mexico'                   /     {'""Supporting and auxiliary transport activities; activities of travel agencies (63)""'                                                   ",418049530000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Mexico'                   /     {'Financial intermediation, except insurance and pension funding (65)'                                                                   ",676448600000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Mexico'                   /     {'Insurance and pension funding, except compulsory social security (66)'                                                                 ",678329300000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Activities auxiliary to financial intermediation (67)'                                                                                 ,201813160000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Mexico'                   /     {'Renting of machinery and equipment without operator and of personal and household goods (71)'                                          ,238907000000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ","    {'Australia'                /     {'Cultivation of sugar cane, sugar beet'                                                                                                 ",232773960000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Taiwan'                   /     {'Manufacture of coke oven products'                                                                                                     ,356111950000000.0
"    {'Nigeria'                  /     {'Manufacture of cement, lime and plaster'                                                                                               ",    {'Brunei'                   /     {'Production of electricity by hydro'                                                                                                    ,209533050000000.0
